title,filename,tm,phi,uri,doi,edcs,edr,epicum,0,term_cert_0,term_key_0,term_ref_0,term_text_0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 3494,isic3494,645115,175742,http://sicily.classics.ox.ac.uk/inscription/isic3494,10.5281/zenodo.4358620,41300104,140735,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1342,isic1342,492950,140839,http://sicily.classics.ox.ac.uk/inscription/isic1342,10.5281/zenodo.4385820,39101715,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 3196,isic3196,645526,329595,http://sicily.classics.ox.ac.uk/inscription/isic3196,10.5281/zenodo.4388330,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1241,isic1241,492844,140726,http://sicily.classics.ox.ac.uk/inscription/isic1241,10.5281/zenodo.4385662,39101606,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
"
Funerary inscription of Aurelius Samohil
",isic0781,175684,178069,http://sicily.classics.ox.ac.uk/inscription/isic0781,10.5281/zenodo.4339098,8400264,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0588,isic0588,491845,,http://sicily.classics.ox.ac.uk/inscription/isic0588,10.5281/zenodo.4337892,22100583,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0186,isic0186,285326,,http://sicily.classics.ox.ac.uk/inscription/isic0186,10.5281/zenodo.4334474,8900407,127522,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0163,isic0163,175699,,http://sicily.classics.ox.ac.uk/inscription/isic0163,10.5281/zenodo.4334380,8900395,077917,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1353,isic1353,492966,337192,http://sicily.classics.ox.ac.uk/inscription/isic1353,10.5281/zenodo.4385828,39101731,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2888,isic2888,645281,334406,http://sicily.classics.ox.ac.uk/inscription/isic2888,10.5281/zenodo.4387619,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0273,isic0273,284770,313704,http://sicily.classics.ox.ac.uk/inscription/isic0273,10.5281/zenodo.4334825,21900303,033610,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1408,isic1408,493025,330079,http://sicily.classics.ox.ac.uk/inscription/isic1408,10.5281/zenodo.4385898,39101537,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2739,isic2739,284945,333247,http://sicily.classics.ox.ac.uk/inscription/isic2739,10.5281/zenodo.4387335,64400292,109724,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4043,isic4043,,334555,http://sicily.classics.ox.ac.uk/inscription/isic4043,10.5281/zenodo.4389650,,,,,,,,,,,,
I.Sicily inscription 0031,isic0031,491797,,http://sicily.classics.ox.ac.uk/inscription/isic0031,10.5281/zenodo.4333839,22000881,138294,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0122,isic0122,285266,,http://sicily.classics.ox.ac.uk/inscription/isic0122,10.5281/zenodo.4334211,22100073,127482,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3222,isic3222,285112,,http://sicily.classics.ox.ac.uk/inscription/isic3222,10.5281/zenodo.4357296,17900201,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1287,isic1287,492892,140777,http://sicily.classics.ox.ac.uk/inscription/isic1287,10.5281/zenodo.4385756,39101656,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1457,isic1457,284909,175677,http://sicily.classics.ox.ac.uk/inscription/isic1457,10.5281/zenodo.4354086,64800250,112417,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2964,isic2964,492323,,http://sicily.classics.ox.ac.uk/inscription/isic2964,10.5281/zenodo.4387805,23400463,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0427,isic0427,491655,,http://sicily.classics.ox.ac.uk/inscription/isic0427,10.5281/zenodo.4335628,21900489,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0640,isic0640,644882,332878,http://sicily.classics.ox.ac.uk/inscription/isic0640,10.5281/zenodo.4385084,64800567,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0780,isic0780,175685,,http://sicily.classics.ox.ac.uk/inscription/isic0780,10.5281/zenodo.4385247,8400263,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3486,isic3486,645107,175752,http://sicily.classics.ox.ac.uk/inscription/isic3486,10.5281/zenodo.4358580,41300110,140872,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3317,isic3317,493996,,http://sicily.classics.ox.ac.uk/inscription/isic3317,10.5281/zenodo.4358173,22200418,138670,,,,,,(?),,,,
I.Sicily inscription 3381,isic3381,645609,,http://sicily.classics.ox.ac.uk/inscription/isic3381,10.5281/zenodo.4388471,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Funerary chest of Annios Keler,isic1665,,,http://sicily.classics.ox.ac.uk/inscription/isic1665,10.5281/zenodo.4354769,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2779,isic2779,645176,334232,http://sicily.classics.ox.ac.uk/inscription/isic2779,10.5281/zenodo.4355123,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0218,isic0218,285250,,http://sicily.classics.ox.ac.uk/inscription/isic0218,10.5281/zenodo.4334622,22100139,127464,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1546,isic1546,284793,175597,http://sicily.classics.ox.ac.uk/inscription/isic1546,10.5281/zenodo.4354386,41300017,105604,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 0865,isic0865,492493,316305,http://sicily.classics.ox.ac.uk/inscription/isic0865,10.5281/zenodo.4339737,39102019,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1643,isic1643,493931,,http://sicily.classics.ox.ac.uk/inscription/isic1643,10.5281/zenodo.4354700,12700071,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1015,isic1015,492642,140493,http://sicily.classics.ox.ac.uk/inscription/isic1015,10.5281/zenodo.4351410,39102169,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0653,isic0653,644893,332973,http://sicily.classics.ox.ac.uk/inscription/isic0653,10.5281/zenodo.4385100,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Fragmentary Greek epitaph,isic4381,,,http://sicily.classics.ox.ac.uk/inscription/isic4381,10.5281/zenodo.4381848,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1186,isic1186,492792,140670,http://sicily.classics.ox.ac.uk/inscription/isic1186,10.5281/zenodo.4385572,39102341,,,,,,,(?),,,,
I.Sicily inscription 0373,isic0373,491584,,http://sicily.classics.ox.ac.uk/inscription/isic0373,10.5281/zenodo.4384365,21900413,141187,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0459,isic0459,491687,,http://sicily.classics.ox.ac.uk/inscription/isic0459,10.5281/zenodo.4337511,21900522,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0691,isic0691,175750,,http://sicily.classics.ox.ac.uk/inscription/isic0691,10.5281/zenodo.4385174,6100259,081493,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1433,isic1433,644976,330077,http://sicily.classics.ox.ac.uk/inscription/isic1433,10.5281/zenodo.4385926,64800227,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0818,isic0818,644907,,http://sicily.classics.ox.ac.uk/inscription/isic0818,10.5281/zenodo.4385323,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Epitaph of Ienaris son of Primos,isic1629,645080,,http://sicily.classics.ox.ac.uk/inscription/isic1629,10.5281/zenodo.4354668,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0796,isic0796,493916,331999,http://sicily.classics.ox.ac.uk/inscription/isic0796,10.5281/zenodo.4339126,41300092,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3785,isic3785,,334182,http://sicily.classics.ox.ac.uk/inscription/isic3785,10.5281/zenodo.4381602,,,,,,,,,,,,
I.Sicily inscription 0941,isic0941,492571,333255,http://sicily.classics.ox.ac.uk/inscription/isic0941,10.5281/zenodo.4340138,39102098,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4042,isic4042,,334553,http://sicily.classics.ox.ac.uk/inscription/isic4042,10.5281/zenodo.4389648,,,,,,,,,,,,
I.Sicily inscription 4214,isic4214,,334775,http://sicily.classics.ox.ac.uk/inscription/isic4214,10.5281/zenodo.4390151,,,,,,,,,,,,
I.Sicily inscription 3748,isic3748,,334138,http://sicily.classics.ox.ac.uk/inscription/isic3748,10.5281/zenodo.4381512,,,,,,,,,,,,
I.Sicily inscription 3713,isic3713,,336049,http://sicily.classics.ox.ac.uk/inscription/isic3713,10.5281/zenodo.4389027,,149660,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication (?),,,,
I.Sicily inscription 0672,isic0672,175741,,http://sicily.classics.ox.ac.uk/inscription/isic0672,10.5281/zenodo.4385136,6100249,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0222,isic0222,175703,,http://sicily.classics.ox.ac.uk/inscription/isic0222,10.5281/zenodo.4334634,8900402,077924,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0668,isic0668,644894,337197,http://sicily.classics.ox.ac.uk/inscription/isic0668,10.5281/zenodo.4385130,70900396,,,,,decree,http://www.eagle-network.eu/voc/typeins/lod/384.html,decree,,,,
I.Sicily inscription 3953,isic3953,,334427,http://sicily.classics.ox.ac.uk/inscription/isic3953,10.5281/zenodo.4389441,,,,,,,,,,,,
I.Sicily inscription 3993,isic3993,,334485,http://sicily.classics.ox.ac.uk/inscription/isic3993,10.5281/zenodo.4389531,,,,,,,,,,,,
I.Sicily inscription 2771,isic2771,645168,334202,http://sicily.classics.ox.ac.uk/inscription/isic2771,10.5281/zenodo.4355093,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3941,isic3941,,334414,http://sicily.classics.ox.ac.uk/inscription/isic3941,10.5281/zenodo.4389411,,,,,,,,,,,,
Funerary stele of Gnaeus Marcius,isic0618,644874,,http://sicily.classics.ox.ac.uk/inscription/isic0618,10.5281/zenodo.4338097,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3964,isic3964,,334441,http://sicily.classics.ox.ac.uk/inscription/isic3964,10.5281/zenodo.4389467,,,,,,,,,,,,
I.Sicily inscription 2898,isic2898,645291,334641,http://sicily.classics.ox.ac.uk/inscription/isic2898,10.5281/zenodo.4387641,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4054,isic4054,,334571,http://sicily.classics.ox.ac.uk/inscription/isic4054,10.5281/zenodo.4389704,,,,,,,,,,,,
I.Sicily inscription 0493,isic0493,491719,,http://sicily.classics.ox.ac.uk/inscription/isic0493,10.5281/zenodo.4384447,22000799,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific; funerary
                        (?)",,,,
I.Sicily inscription 4397,isic4397,285072,331389,http://sicily.classics.ox.ac.uk/inscription/isic4397,10.5281/zenodo.4381894,,108401,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0671,isic0671,175740,,http://sicily.classics.ox.ac.uk/inscription/isic0671,10.5281/zenodo.4385132,6100248,081483,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0458,isic0458,175814,,http://sicily.classics.ox.ac.uk/inscription/isic0458,10.5281/zenodo.4337507,21900521,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3762,isic3762,,334154,http://sicily.classics.ox.ac.uk/inscription/isic3762,10.5281/zenodo.4381552,,,,,,,,,,,,
I.Sicily inscription 3064,isic3064,645418,334633,http://sicily.classics.ox.ac.uk/inscription/isic3064,10.5281/zenodo.4388055,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4059,isic4059,,334576,http://sicily.classics.ox.ac.uk/inscription/isic4059,10.5281/zenodo.4389720,,,,,,,,,,,,
I.Sicily inscription 1266,isic1266,492873,140755,http://sicily.classics.ox.ac.uk/inscription/isic1266,10.5281/zenodo.4385717,39101635,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3955,isic3955,,334429,http://sicily.classics.ox.ac.uk/inscription/isic3955,10.5281/zenodo.4389447,,,,,,,,,,,,
I.Sicily inscription 0395,isic0395,491606,,http://sicily.classics.ox.ac.uk/inscription/isic0395,10.5281/zenodo.4384401,21900436,,,,,,,(?),,,,
I.Sicily inscription 3910,isic3910,,334368,http://sicily.classics.ox.ac.uk/inscription/isic3910,10.5281/zenodo.4389343,,,,,,,,,,,,
Funerary inscription for Zosima,isic1234,492838,140719,http://sicily.classics.ox.ac.uk/inscription/isic1234,10.5281/zenodo.4352247,39101599,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
"
Funerary inscription for Eutychios
",isic1355,492969,316269,http://sicily.classics.ox.ac.uk/inscription/isic1355,10.5281/zenodo.4353527,39101735,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Building inscription on a re-used louterion basin,isic3423,644818,,http://sicily.classics.ox.ac.uk/inscription/isic3423,10.5281/zenodo.4358498,,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 0171,isic0171,284854,,http://sicily.classics.ox.ac.uk/inscription/isic0171,10.5281/zenodo.4334410,22100103,111316,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0663,isic0663,491372,,http://sicily.classics.ox.ac.uk/inscription/isic0663,10.5281/zenodo.4385120,5000360,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,
I.Sicily inscription 3759,isic3759,,334151,http://sicily.classics.ox.ac.uk/inscription/isic3759,10.5281/zenodo.4381546,,,,,,,,,,,,
I.Sicily inscription 2811,isic2811,645208,334391,http://sicily.classics.ox.ac.uk/inscription/isic2811,10.5281/zenodo.4387431,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0571,isic0571,491819,,http://sicily.classics.ox.ac.uk/inscription/isic0571,10.5281/zenodo.4384960,22100023,138359,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1392,isic1392,493007,140899,http://sicily.classics.ox.ac.uk/inscription/isic1392,10.5281/zenodo.4385868,39101519,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Egadi 6: Latin inscription on a Roman bronze ship's ram,isic4367,,,http://sicily.classics.ox.ac.uk/inscription/isic4367,10.5281/zenodo.4381814,,147225,,,,construction,https://www.eagle-network.eu/voc/typeins/lod/86.html,"Construction text
                        (probatio)",,,,
I.Sicily inscription 1634,isic1634,645085,,http://sicily.classics.ox.ac.uk/inscription/isic1634,10.5281/zenodo.4386242,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Epitaph of Benantia,isic2931,645315,,http://sicily.classics.ox.ac.uk/inscription/isic2931,10.5281/zenodo.4356478,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Imperial honorific for a member of the Severan dynasty,isic4406,,,http://sicily.classics.ox.ac.uk/inscription/isic4406,10.5281/zenodo.4381914,,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0910,isic0910,492540,140391,http://sicily.classics.ox.ac.uk/inscription/isic0910,10.5281/zenodo.4340029,39102067,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 4183,isic4183,,334738,http://sicily.classics.ox.ac.uk/inscription/isic4183,10.5281/zenodo.4390021,,,,,,,,,,,,
I.Sicily inscription 3928,isic3928,,334392,http://sicily.classics.ox.ac.uk/inscription/isic3928,10.5281/zenodo.4389385,,,,,,,,,,,,
Fragmentary Greek epitaph,isic3176,645506,329720,http://sicily.classics.ox.ac.uk/inscription/isic3176,10.5281/zenodo.4357220,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3945,isic3945,,334418,http://sicily.classics.ox.ac.uk/inscription/isic3945,10.5281/zenodo.4389421,,,,,,,,,,,,
I.Sicily inscription 3865,isic3865,,334299,http://sicily.classics.ox.ac.uk/inscription/isic3865,10.5281/zenodo.4389093,,,,,,,,,,,,
I.Sicily inscription 3397,isic3397,645615,,http://sicily.classics.ox.ac.uk/inscription/isic3397,10.5281/zenodo.4388504,,137138,,,,,,(?),,,,
I.Sicily inscription 1134,isic1134,284794,,http://sicily.classics.ox.ac.uk/inscription/isic1134,10.5281/zenodo.4351593,65000038,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 1323,isic1323,492929,316200,http://sicily.classics.ox.ac.uk/inscription/isic1323,10.5281/zenodo.4353453,39101694,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 4136,isic4136,,334678,http://sicily.classics.ox.ac.uk/inscription/isic4136,10.5281/zenodo.4389912,,,,,,,,,,,,
"Epitaph for Philon, son Aunakos",isic4416,,,http://sicily.classics.ox.ac.uk/inscription/isic4416,10.5281/zenodo.4381940,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0355,isic0355,491564,,http://sicily.classics.ox.ac.uk/inscription/isic0355,10.5281/zenodo.4384345,21900393,141177,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0044,isic0044,491618,,http://sicily.classics.ox.ac.uk/inscription/isic0044,10.5281/zenodo.4333884,21900449,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3094,isic3094,645442,,http://sicily.classics.ox.ac.uk/inscription/isic3094,10.5281/zenodo.4388113,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0589,isic0589,491846,,http://sicily.classics.ox.ac.uk/inscription/isic0589,10.5281/zenodo.4384992,22100584,,,,,,,(?),,,,
I.Sicily inscription 1225,isic1225,492831,334479,http://sicily.classics.ox.ac.uk/inscription/isic1225,10.5281/zenodo.4385630,39101591,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Honours for Emperor Volusianus,isic3588,645667,,http://sicily.classics.ox.ac.uk/inscription/isic3588,10.5281/zenodo.4358814,,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3407,isic3407,644952,140751,http://sicily.classics.ox.ac.uk/inscription/isic3407,10.5281/zenodo.4388520,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3169,isic3169,645499,329745,http://sicily.classics.ox.ac.uk/inscription/isic3169,10.5281/zenodo.4388246,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3040,isic3040,645394,334297,http://sicily.classics.ox.ac.uk/inscription/isic3040,10.5281/zenodo.4388017,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3464,isic3464,285154,,http://sicily.classics.ox.ac.uk/inscription/isic3464,10.5281/zenodo.4388614,22100621,112581,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3386,isic3386,645657,,http://sicily.classics.ox.ac.uk/inscription/isic3386,10.5281/zenodo.4388485,,,,,,,,(?),,,,
I.Sicily inscription 0344,isic0344,491553,,http://sicily.classics.ox.ac.uk/inscription/isic0344,10.5281/zenodo.4384322,21900382,141171,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0323,isic0323,491532,,http://sicily.classics.ox.ac.uk/inscription/isic0323,10.5281/zenodo.4335131,21900361,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4252,isic4252,,334834,http://sicily.classics.ox.ac.uk/inscription/isic4252,10.5281/zenodo.4390232,,,,,,,,,,,,
I.Sicily inscription 3434,isic3434,175718,,http://sicily.classics.ox.ac.uk/inscription/isic3434,10.5281/zenodo.4388570,9400440,076314,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2990,isic2990,645340,,http://sicily.classics.ox.ac.uk/inscription/isic2990,10.5281/zenodo.4387877,70900397,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3462,isic3462,644939,,http://sicily.classics.ox.ac.uk/inscription/isic3462,10.5281/zenodo.4388612,,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 0022,isic0022,491782,,http://sicily.classics.ox.ac.uk/inscription/isic0022,10.5281/zenodo.4333802,22000866,138099,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0822,isic0822,492448,333764,http://sicily.classics.ox.ac.uk/inscription/isic0822,10.5281/zenodo.4339572,39101970,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,"dedication;
                        building",,,,
I.Sicily inscription 1187,isic1187,492793,316195,http://sicily.classics.ox.ac.uk/inscription/isic1187,10.5281/zenodo.4351747,39102342,147868,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1073,isic1073,492700,140553,http://sicily.classics.ox.ac.uk/inscription/isic1073,10.5281/zenodo.4385441,39102228,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3180,isic3180,645510,329572,http://sicily.classics.ox.ac.uk/inscription/isic3180,10.5281/zenodo.4388272,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0368,isic0368,491579,,http://sicily.classics.ox.ac.uk/inscription/isic0368,10.5281/zenodo.4335486,21900408,139163,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4105,isic4105,,334640,http://sicily.classics.ox.ac.uk/inscription/isic4105,10.5281/zenodo.4389842,,,,,,,,,,,,
I.Sicily inscription 3417,isic3417,491429,,http://sicily.classics.ox.ac.uk/inscription/isic3417,10.5281/zenodo.4388538,51400892,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0852,isic0852,492480,140329,http://sicily.classics.ox.ac.uk/inscription/isic0852,10.5281/zenodo.4339680,39102006,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3427,isic3427,644822,,http://sicily.classics.ox.ac.uk/inscription/isic3427,10.5281/zenodo.4388560,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0343,isic0343,491552,,http://sicily.classics.ox.ac.uk/inscription/isic0343,10.5281/zenodo.4384320,21900381,141170,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4286,isic4286,,334893,http://sicily.classics.ox.ac.uk/inscription/isic4286,10.5281/zenodo.4390303,,,,,,,,,,,,
I.Sicily inscription 0601,isic0601,491866,,http://sicily.classics.ox.ac.uk/inscription/isic0601,10.5281/zenodo.4385060,22100605,142518,,,,,,(?),,,,
I.Sicily inscription 4177,isic4177,,334729,http://sicily.classics.ox.ac.uk/inscription/isic4177,10.5281/zenodo.4390006,,,,,,,,,,,,
I.Sicily inscription 4048,isic4048,,334563,http://sicily.classics.ox.ac.uk/inscription/isic4048,10.5281/zenodo.4389664,,,,,,,,,,,,
I.Sicily inscription 3761,isic3761,,334153,http://sicily.classics.ox.ac.uk/inscription/isic3761,10.5281/zenodo.4381550,,,,,,,,,,,,
I.Sicily inscription 0993,isic0993,492620,140471,http://sicily.classics.ox.ac.uk/inscription/isic0993,10.5281/zenodo.4340296,39102147,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0727,isic0727,492380,,http://sicily.classics.ox.ac.uk/inscription/isic0727,10.5281/zenodo.4338945,32701115,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
Small altar of Zeus Soter Hieron,isic2955,284604,,http://sicily.classics.ox.ac.uk/inscription/isic2955,10.5281/zenodo.4356502,,114491,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3497,isic3497,645118,175738,http://sicily.classics.ox.ac.uk/inscription/isic3497,10.5281/zenodo.4358638,41300101,140732,,,,,,,,,,
I.Sicily inscription 4004,isic4004,,334501,http://sicily.classics.ox.ac.uk/inscription/isic4004,10.5281/zenodo.4389555,,,,,,,,,,,,
I.Sicily inscription 0455,isic0455,491684,,http://sicily.classics.ox.ac.uk/inscription/isic0455,10.5281/zenodo.4337493,21900518,,,,,,,(?),,,,
I.Sicily inscription 2887,isic2887,645280,334892,http://sicily.classics.ox.ac.uk/inscription/isic2887,10.5281/zenodo.4387617,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 1463,isic1463,284890,175673,http://sicily.classics.ox.ac.uk/inscription/isic1463,10.5281/zenodo.4354110,64800241,112120,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
