title,filename,tm,phi,uri,doi,edcs,edr,epicum,0,term_cert_0,term_key_0,term_ref_0,term_text_0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 3673,isic3673,,,http://sicily.classics.ox.ac.uk/inscription/isic3673,10.5281/zenodo.4388934,,,,,,,,(?),,,,
I.Sicily inscription 3979,isic3979,,334466,http://sicily.classics.ox.ac.uk/inscription/isic3979,10.5281/zenodo.4389501,,,,,,,,,,,,
I.Sicily inscription 0787,isic0787,175708,313654,http://sicily.classics.ox.ac.uk/inscription/isic0787,10.5281/zenodo.4385255,14805805,078344,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0189,isic0189,285224,,http://sicily.classics.ox.ac.uk/inscription/isic0189,10.5281/zenodo.4334486,22100117,127387,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1406,isic1406,493022,140914,http://sicily.classics.ox.ac.uk/inscription/isic1406,10.5281/zenodo.4385894,39101534,,,,,,,(?),,,,
I.Sicily inscription 1025,isic1025,492653,175421,http://sicily.classics.ox.ac.uk/inscription/isic1025,10.5281/zenodo.4385353,39102179,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3903,isic3903,,334361,http://sicily.classics.ox.ac.uk/inscription/isic3903,10.5281/zenodo.4389327,,,,,,,,,,,,
I.Sicily inscription 2849,isic2849,645243,334585,http://sicily.classics.ox.ac.uk/inscription/isic2849,10.5281/zenodo.4387511,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2708,isic2708,645128,334497,http://sicily.classics.ox.ac.uk/inscription/isic2708,10.5281/zenodo.4387299,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Dedication to Hercules Nouritanus by Caius Fannius and the Frentrani,isic4368,,,http://sicily.classics.ox.ac.uk/inscription/isic4368,10.5281/zenodo.4381816,,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 1590,isic1590,645047,,http://sicily.classics.ox.ac.uk/inscription/isic1590,10.5281/zenodo.4386145,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 4268,isic4268,,334860,http://sicily.classics.ox.ac.uk/inscription/isic4268,10.5281/zenodo.4390263,,,,,,,,,,,,
I.Sicily inscription 0839,isic0839,492467,140316,http://sicily.classics.ox.ac.uk/inscription/isic0839,10.5281/zenodo.4339636,39101993,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2910,isic2910,645301,,http://sicily.classics.ox.ac.uk/inscription/isic2910,10.5281/zenodo.4387735,,,,,,,,(?),,,,
I.Sicily inscription 0986,isic0986,492613,140464,,,39102140,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1384,isic1384,492998,316290,http://sicily.classics.ox.ac.uk/inscription/isic1384,10.5281/zenodo.4353575,39101765,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0667,isic0667,491376,,http://sicily.classics.ox.ac.uk/inscription/isic0667,10.5281/zenodo.4385128,5000364,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1104,isic1104,492723,140588,http://sicily.classics.ox.ac.uk/inscription/isic1104,10.5281/zenodo.4385498,39102262,,,,,,,(?),,,,
Epitaph for Likinis Isauros,isic4377,,,http://sicily.classics.ox.ac.uk/inscription/isic4377,10.5281/zenodo.4381836,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2836,isic2836,645230,334503,http://sicily.classics.ox.ac.uk/inscription/isic2836,10.5281/zenodo.4387483,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3699,isic3699,,175589,http://sicily.classics.ox.ac.uk/inscription/isic3699,10.5281/zenodo.4388982,,,,,,,,,,,,
I.Sicily inscription 3866,isic3866,,334301,http://sicily.classics.ox.ac.uk/inscription/isic3866,10.5281/zenodo.4389095,,,,,,,,,,,,
I.Sicily inscription 0919,isic0919,492549,140400,http://sicily.classics.ox.ac.uk/inscription/isic0919,10.5281/zenodo.4385333,39102076,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1646,isic1646,494044,,http://sicily.classics.ox.ac.uk/inscription/isic1646,10.5281/zenodo.4354714,12700075,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0230,isic0230,285307,,http://sicily.classics.ox.ac.uk/inscription/isic0230,10.5281/zenodo.4334660,22100146,127533,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3259,isic3259,493980,,http://sicily.classics.ox.ac.uk/inscription/isic3259,10.5281/zenodo.4357953,22200401,138814,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3442,isic3442,644920,337247,http://sicily.classics.ox.ac.uk/inscription/isic3442,10.5281/zenodo.4388588,70900753,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4273,isic4273,,334871,http://sicily.classics.ox.ac.uk/inscription/isic4273,10.5281/zenodo.4390273,,,,,,,,,,,,
I.Sicily inscription 3456,isic3456,491433,,http://sicily.classics.ox.ac.uk/inscription/isic3456,10.5281/zenodo.4388606,55702039,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
"Fragment of a base or altar, which mentions an aedes",isic0820,521012,,http://sicily.classics.ox.ac.uk/inscription/isic0820,10.5281/zenodo.4339562,13400138,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building
I.Sicily inscription 0962,isic0962,492612,140463,http://sicily.classics.ox.ac.uk/inscription/isic0962,10.5281/zenodo.4385337,39102139,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0721,isic0721,175776,,http://sicily.classics.ox.ac.uk/inscription/isic0721,10.5281/zenodo.4385220,6100279,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 2893,isic2893,645286,334432,http://sicily.classics.ox.ac.uk/inscription/isic2893,10.5281/zenodo.4387631,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4245,isic4245,,334819,http://sicily.classics.ox.ac.uk/inscription/isic4245,10.5281/zenodo.4390218,,,,,,,,,,,,
I.Sicily inscription 3101,isic3101,645449,331427,http://sicily.classics.ox.ac.uk/inscription/isic3101,10.5281/zenodo.4388135,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1232,isic1232,491450,175622,http://sicily.classics.ox.ac.uk/inscription/isic1232,10.5281/zenodo.4352243,39101597,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3138,isic3138,645479,329950,http://sicily.classics.ox.ac.uk/inscription/isic3138,10.5281/zenodo.4388203,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2785,isic2785,645182,334254,http://sicily.classics.ox.ac.uk/inscription/isic2785,10.5281/zenodo.4355152,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3233,isic3233,285117,,http://sicily.classics.ox.ac.uk/inscription/isic3233,10.5281/zenodo.4357338,600382,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0741,isic0741,491631,,http://sicily.classics.ox.ac.uk/inscription/isic0741,10.5281/zenodo.4339001,21900462,,,,,seat inscription,http://www.eagle-network.eu/voc/typeins/lod/111.html,"seat
                        inscription",,,,
I.Sicily inscription 2870,isic2870,645264,334820,http://sicily.classics.ox.ac.uk/inscription/isic2870,10.5281/zenodo.4387565,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3973,isic3973,,334452,http://sicily.classics.ox.ac.uk/inscription/isic3973,10.5281/zenodo.4389485,,,,,,,,,,,,
I.Sicily inscription 3266,isic3266,645545,316245,http://sicily.classics.ox.ac.uk/inscription/isic3266,10.5281/zenodo.4357979,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4185,isic4185,,334740,http://sicily.classics.ox.ac.uk/inscription/isic4185,10.5281/zenodo.4390025,,,,,,,,,,,,
I.Sicily inscription 2884,isic2884,645277,334885,http://sicily.classics.ox.ac.uk/inscription/isic2884,10.5281/zenodo.4387609,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3961,isic3961,,334438,http://sicily.classics.ox.ac.uk/inscription/isic3961,10.5281/zenodo.4389461,,,,,,,,,,,,
I.Sicily inscription 3895,isic3895,,334349,http://sicily.classics.ox.ac.uk/inscription/isic3895,10.5281/zenodo.4389168,,,,,,,,,,,,
I.Sicily inscription 4329,isic4329,,334437,http://sicily.classics.ox.ac.uk/inscription/isic4329,10.5281/zenodo.4390318,,,,,,,,,,,,
I.Sicily inscription 3535,isic3535,493866,313659,http://sicily.classics.ox.ac.uk/inscription/isic3535,10.5281/zenodo.4388728,38200018,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3776,isic3776,,334173,http://sicily.classics.ox.ac.uk/inscription/isic3776,10.5281/zenodo.4381584,,,,,,,,,,,,
I.Sicily inscription 4023,isic4023,,334530,http://sicily.classics.ox.ac.uk/inscription/isic4023,10.5281/zenodo.4389599,,,,,,,,,,,,
I.Sicily inscription 0528,isic0528,491751,,http://sicily.classics.ox.ac.uk/inscription/isic0528,10.5281/zenodo.4384862,22000834,,,,,,,(?),,,,
"Halaesa honours Gaius Vergilius Balbus, proquaestor",isic1178,492783,140661,http://sicily.classics.ox.ac.uk/inscription/isic1178,10.5281/zenodo.4351727,39102332,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3754,isic3754,,334146,http://sicily.classics.ox.ac.uk/inscription/isic3754,10.5281/zenodo.4381530,,,,,,,,,,,,
I.Sicily inscription 3206,isic3206,493968,,http://sicily.classics.ox.ac.uk/inscription/isic3206,10.5281/zenodo.4357232,22200387,139558,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific;
                        dedication",,,,
I.Sicily inscription 4338,isic4338,,,http://sicily.classics.ox.ac.uk/inscription/isic4338,10.5281/zenodo.4390336,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1116,isic1116,491444,175739,http://sicily.classics.ox.ac.uk/inscription/isic1116,10.5281/zenodo.4351541,39102273,140612,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0812,isic0812,175808,,http://sicily.classics.ox.ac.uk/inscription/isic0812,10.5281/zenodo.4385315,10701750,108327,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3327,isic3327,645578,,http://sicily.classics.ox.ac.uk/inscription/isic3327,10.5281/zenodo.4388410,70900618,,,,,instrumentum,http://www.eagle-network.eu/voc/typeins/lod/136.html,instrumentum,,,,
I.Sicily inscription 0744,isic0744,491634,,http://sicily.classics.ox.ac.uk/inscription/isic0744,10.5281/zenodo.4339014,21900465,,,,,seat inscription,http://www.eagle-network.eu/voc/typeins/lod/111.html,"seat
                        inscription",,,,
I.Sicily inscription 3219,isic3219,285110,,http://sicily.classics.ox.ac.uk/inscription/isic3219,10.5281/zenodo.4357282,14800600,121187,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1248,isic1248,492854,329613,http://sicily.classics.ox.ac.uk/inscription/isic1248,10.5281/zenodo.4385677,39101616,,,,,accounts,http://www.eagle-network.eu/voc/typeins/lod/410.html,accounts,,,,
I.Sicily inscription 4154,isic4154,,334701,http://sicily.classics.ox.ac.uk/inscription/isic4154,10.5281/zenodo.4389951,,,,,,,,,,,,
I.Sicily inscription 1153,isic1153,492766,140638,http://sicily.classics.ox.ac.uk/inscription/isic1153,10.5281/zenodo.4385540,39102310,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 0945,isic0945,492575,140426,http://sicily.classics.ox.ac.uk/inscription/isic0945,10.5281/zenodo.4340150,39102102,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
Dedication to pax Augusta,isic3576,645647,,http://sicily.classics.ox.ac.uk/inscription/isic3576,10.5281/zenodo.4358748,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 4249,isic4249,,334829,http://sicily.classics.ox.ac.uk/inscription/isic4249,10.5281/zenodo.4390226,,,,,,,,,,,,
I.Sicily inscription 2936,isic2936,644845,,http://sicily.classics.ox.ac.uk/inscription/isic2936,10.5281/zenodo.4356482,70900828,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 1349,isic1349,492960492961492962,140849,http://sicily.classics.ox.ac.uk/inscription/isic1349,10.5281/zenodo.4385824,39101725,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4404,isic4404,285013,331121,http://sicily.classics.ox.ac.uk/inscription/isic4404,10.5281/zenodo.4381908,,114093,,,,greeting,http://www.eagle-network.eu/voc/typeins/lod/386.html,greeting,,,,
I.Sicily inscription 3062,isic3062,645416,334838,http://sicily.classics.ox.ac.uk/inscription/isic3062,10.5281/zenodo.4388051,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3419,isic3419,645620,,http://sicily.classics.ox.ac.uk/inscription/isic3419,10.5281/zenodo.4388542,64900499,136794,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3778,isic3778,,334175,http://sicily.classics.ox.ac.uk/inscription/isic3778,10.5281/zenodo.4381588,,,,,,,,,,,,
I.Sicily inscription 1264,isic1264,492871,316306,http://sicily.classics.ox.ac.uk/inscription/isic1264,10.5281/zenodo.4352269,39101633,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0333,isic0333,491542,,http://sicily.classics.ox.ac.uk/inscription/isic0333,10.5281/zenodo.4384306,21900371,141163,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3200,isic3200,285008,,http://sicily.classics.ox.ac.uk/inscription/isic3200,10.5281/zenodo.4388340,64900513,114090,,,,greeting,http://www.eagle-network.eu/voc/typeins/lod/386.html,greeting,,,,
I.Sicily inscription 0149,isic0149,285033,,http://sicily.classics.ox.ac.uk/inscription/isic0149,10.5281/zenodo.4334308,22100089,111045,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0738,isic0738,491628,,http://sicily.classics.ox.ac.uk/inscription/isic0738,10.5281/zenodo.4338987,21900459,,,,,seat inscription,http://www.eagle-network.eu/voc/typeins/lod/111.html,"seat
                        inscription",,,,
I.Sicily inscription 0500,isic0500,491726,,http://sicily.classics.ox.ac.uk/inscription/isic0500,10.5281/zenodo.4384463,22000806,,,,,,,(?),,,,
Funerary inscription for Gaius Iulius Felix and Appuleia Rogata,isic0006,491874,,http://sicily.classics.ox.ac.uk/inscription/isic0006,10.5281/zenodo.4333741,22100631,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3629,isic3629,285087,,http://sicily.classics.ox.ac.uk/inscription/isic3629,10.5281/zenodo.4388862,64400282,120815,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
"Epitaph for Laurentius, a doctor, and his wife Prosdocia",isic2922,175838,,http://sicily.classics.ox.ac.uk/inscription/isic2922,10.5281/zenodo.4356446,13900570,073823,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4065,isic4065,,334584,http://sicily.classics.ox.ac.uk/inscription/isic4065,10.5281/zenodo.4389740,,,,,,,,,,,,
I.Sicily inscription 3039,isic3039,645393,334388,http://sicily.classics.ox.ac.uk/inscription/isic3039,10.5281/zenodo.4388015,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3771,isic3771,,334165,http://sicily.classics.ox.ac.uk/inscription/isic3771,10.5281/zenodo.4381572,,,,,,,,,,,,
Funerary inscription for Asklepiades,isic3448,644926,,http://sicily.classics.ox.ac.uk/inscription/isic3448,10.5281/zenodo.4358514,70900750,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1584,isic1584,645041,,http://sicily.classics.ox.ac.uk/inscription/isic1584,10.5281/zenodo.4386127,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0849,isic0849,492477,140326,http://sicily.classics.ox.ac.uk/inscription/isic0849,10.5281/zenodo.4339672,39102003,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 2813,isic2813,645210,334395,http://sicily.classics.ox.ac.uk/inscription/isic2813,10.5281/zenodo.4387435,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0707,isic0707,175769,,http://sicily.classics.ox.ac.uk/inscription/isic0707,10.5281/zenodo.4385196,6100272,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0536,isic0536,491759,,http://sicily.classics.ox.ac.uk/inscription/isic0536,10.5281/zenodo.4384886,22000846,,,,,,,(?),,,,
I.Sicily inscription 0845,isic0845,492473,331829,http://sicily.classics.ox.ac.uk/inscription/isic0845,10.5281/zenodo.4339658,39101999,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2818,isic2818,645214,334447,http://sicily.classics.ox.ac.uk/inscription/isic2818,10.5281/zenodo.4387445,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0102,isic0102,285235,,http://sicily.classics.ox.ac.uk/inscription/isic0102,10.5281/zenodo.4334140,22100055,110872,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 3293,isic3293,645560,316278,http://sicily.classics.ox.ac.uk/inscription/isic3293,10.5281/zenodo.4358077,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0891,isic0891,492521,140372,http://sicily.classics.ox.ac.uk/inscription/isic0891,10.5281/zenodo.4339826,39102048,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4251,isic4251,,334832,http://sicily.classics.ox.ac.uk/inscription/isic4251,10.5281/zenodo.4390230,,,,,,,,,,,,
I.Sicily inscription 0817,isic0817,175811,,http://sicily.classics.ox.ac.uk/inscription/isic0817,10.5281/zenodo.4385321,12800324,074416,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 1099,isic1099,492720,140583,http://sicily.classics.ox.ac.uk/inscription/isic1099,10.5281/zenodo.4385483,39102257,,,,,,,(?),,,,
I.Sicily inscription 3777,isic3777,,334174,http://sicily.classics.ox.ac.uk/inscription/isic3777,10.5281/zenodo.4381586,,,,,,,,,,,,
I.Sicily inscription 3550,isic3550,645625,337214,http://sicily.classics.ox.ac.uk/inscription/isic3550,10.5281/zenodo.4388748,71000772,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2760,isic2760,284749,329961,http://sicily.classics.ox.ac.uk/inscription/isic2760,10.5281/zenodo.4387357,64600457,112490,,,,prayer,http://www.eagle-network.eu/voc/typeins/lod/85.html,prayer,,,,
I.Sicily inscription 1623,isic1623,171043,,http://sicily.classics.ox.ac.uk/inscription/isic1623,10.5281/zenodo.4386228,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication (?),,,,
I.Sicily inscription 3863,isic3863,,334294,http://sicily.classics.ox.ac.uk/inscription/isic3863,10.5281/zenodo.4389089,,,,,,,,,,,,
I.Sicily inscription 2962,isic2962,492321,,http://sicily.classics.ox.ac.uk/inscription/isic2962,10.5281/zenodo.4356518,23400459,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3285,isic3285,645553,316267,http://sicily.classics.ox.ac.uk/inscription/isic3285,10.5281/zenodo.4358049,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2800,isic2800,645197,334327,http://sicily.classics.ox.ac.uk/inscription/isic2800,10.5281/zenodo.4387409,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1621,isic1621,171042,,http://sicily.classics.ox.ac.uk/inscription/isic1621,10.5281/zenodo.4386226,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,"dedication; funerary
                        (?)",,,,
I.Sicily inscription 3208,isic3208,645531,316202,http://sicily.classics.ox.ac.uk/inscription/isic3208,10.5281/zenodo.4357238,,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific; decree,,,,
I.Sicily inscription 1161,isic1161,492773,140646,http://sicily.classics.ox.ac.uk/inscription/isic1161,10.5281/zenodo.4351675,39102317,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1361,isic1361,492975,316265,http://sicily.classics.ox.ac.uk/inscription/isic1361,10.5281/zenodo.4353543,39101741,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0632,isic0632,175845,,http://sicily.classics.ox.ac.uk/inscription/isic0632,10.5281/zenodo.4338127,15100066,073621,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 0309,isic0309,175762,,http://sicily.classics.ox.ac.uk/inscription/isic0309,10.5281/zenodo.4335097,21900344,081505,,,,list of magistrates,http://www.eagle-network.eu/voc/typeins/lod/32.html,list of magistrates,,,,
I.Sicily inscription 0624,isic0624,175689,,http://sicily.classics.ox.ac.uk/inscription/isic0624,10.5281/zenodo.4385072,7000521,,,,,list of magistrates,http://www.eagle-network.eu/voc/typeins/lod/32.html,list of magistrates,,,,
I.Sicily inscription 1326,isic1326,492932,316239,http://sicily.classics.ox.ac.uk/inscription/isic1326,10.5281/zenodo.4353463,39101697,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2909,isic2909,491416,,http://sicily.classics.ox.ac.uk/inscription/isic2909,10.5281/zenodo.4387733,37601048,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific; dedication
                        (?)",,,,
I.Sicily inscription 0581,isic0581,491838,,http://sicily.classics.ox.ac.uk/inscription/isic0581,10.5281/zenodo.4384986,22100576,,,,,testament,http://www.eagle-network.eu/voc/typeins/lod/63.html,testament,,,,
I.Sicily inscription 3867,isic3867,,334304,http://sicily.classics.ox.ac.uk/inscription/isic3867,10.5281/zenodo.4389097,,,,,,,,,,,,
I.Sicily inscription 3963,isic3963,,334440,http://sicily.classics.ox.ac.uk/inscription/isic3963,10.5281/zenodo.4389465,,,,,,,,,,,,
I.Sicily inscription 0127,isic0127,285294,,http://sicily.classics.ox.ac.uk/inscription/isic0127,10.5281/zenodo.4334227,10900640,127517,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3812,isic3812,,334219,http://sicily.classics.ox.ac.uk/inscription/isic3812,10.5281/zenodo.4381676,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3226,isic3226,285115,,http://sicily.classics.ox.ac.uk/inscription/isic3226,10.5281/zenodo.4357312,12001875,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0666,isic0666,491375,,http://sicily.classics.ox.ac.uk/inscription/isic0666,10.5281/zenodo.4338165,5000363,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3560,isic3560,645635,337224,http://sicily.classics.ox.ac.uk/inscription/isic3560,10.5281/zenodo.4388768,71000781,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0235,isic0235,175733,,http://sicily.classics.ox.ac.uk/inscription/isic0235,10.5281/zenodo.4334676,10900665,076861,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2941,isic2941,644850,332184,http://sicily.classics.ox.ac.uk/inscription/isic2941,10.5281/zenodo.4387769,70900011,,,,,,,(?),,,,
I.Sicily inscription 4009,isic4009,,334508,http://sicily.classics.ox.ac.uk/inscription/isic4009,10.5281/zenodo.4389569,,,,,,,,,,,,
I.Sicily inscription 4236,isic4236,,334804,http://sicily.classics.ox.ac.uk/inscription/isic4236,10.5281/zenodo.4390196,,,,,,,,,,,,
I.Sicily inscription 1533,isic1533,645032,,http://sicily.classics.ox.ac.uk/inscription/isic1533,10.5281/zenodo.4354348,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0549,isic0549,491792,,http://sicily.classics.ox.ac.uk/inscription/isic0549,10.5281/zenodo.4384908,22000876,138307,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4073,isic4073,,334596,http://sicily.classics.ox.ac.uk/inscription/isic4073,10.5281/zenodo.4389764,,,,,,,,,,,,
I.Sicily inscription 4278,isic4278,,334876,http://sicily.classics.ox.ac.uk/inscription/isic4278,10.5281/zenodo.4390283,,,,,,,,,,,,
I.Sicily inscription 3288,isic3288,493988,,http://sicily.classics.ox.ac.uk/inscription/isic3288,10.5281/zenodo.4358059,22200409,138753,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
The Technitai of Dionysos honour Apollodotos son of Leukios,isic0833,492458,337021,http://sicily.classics.ox.ac.uk/inscription/isic0833,10.5281/zenodo.4339612,39101984,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 1212,isic1212,492816,334660,http://sicily.classics.ox.ac.uk/inscription/isic1212,10.5281/zenodo.4385601,39101576,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3707,isic3707,,178092,http://sicily.classics.ox.ac.uk/inscription/isic3707,10.5281/zenodo.4389013,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
