title,idno,terms
I.Sicily inscription 3006,"{'filename': 'isic3006', 'tm': '645355', 'phi': '331398', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3006', 'doi': '10.5281/zenodo.4387945'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 3421,"{'filename': 'isic3421', 'tm': '644816', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3421', 'doi': '10.5281/zenodo.4388546'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 3544,"{'filename': 'isic3544', 'tm': '285165', 'edcs': '39101547', 'phi': '140927', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3544', 'doi': '10.5281/zenodo.4388736'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
"Honours for Aelius Asinius Petitus, rhetor","{'filename': 'isic3591', 'tm': '645670', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3591', 'doi': '10.5281/zenodo.4358828'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2834,"{'filename': 'isic2834', 'tm': '645228', 'phi': '334495', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2834', 'doi': '10.5281/zenodo.4387479'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0496,"{'filename': 'isic0496', 'tm': '491722', 'edcs': '22000802', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0496', 'doi': '10.5281/zenodo.4384453'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1614,"{'filename': 'isic1614', 'tm': '645071', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1614', 'doi': '10.5281/zenodo.4386205'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3885,"{'filename': 'isic3885', 'phi': '334333', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3885', 'doi': '10.5281/zenodo.4389142'}",[]
I.Sicily inscription 3619,"{'filename': 'isic3619', 'tm': '645692', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3619', 'doi': '10.5281/zenodo.4388841'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0211,"{'filename': 'isic0211', 'tm': '175692', 'edr': '077922', 'edcs': '8900400', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0211', 'doi': '10.5281/zenodo.4334598'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0025,"{'filename': 'isic0025', 'tm': '491785', 'edr': '137835', 'edcs': '22000869', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0025', 'doi': '10.5281/zenodo.4333814'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2782,"{'filename': 'isic2782', 'tm': '645179', 'phi': '334241', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2782', 'doi': '10.5281/zenodo.4355137'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0039,"{'filename': 'isic0039', 'tm': '644806', 'edr': '137596', 'edcs': '64800036', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0039', 'doi': '10.5281/zenodo.4333863'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 4130,"{'filename': 'isic4130', 'phi': '334671', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4130', 'doi': '10.5281/zenodo.4389898'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Epitaph for Cnaeus Fabius Titianus,"{'filename': 'isic0350', 'tm': '491559', 'edr': '139218', 'edcs': '21900388', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0350', 'doi': '10.5281/zenodo.4335159'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1252,"{'filename': 'isic1252', 'tm': '492858', 'edcs': '39101620', 'phi': '329617', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1252', 'doi': '10.5281/zenodo.4352265'}","[{'key': 'accounts', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/410.html', 'text': 'accounts'}]"
I.Sicily inscription 0992,"{'filename': 'isic0992', 'tm': '492619', 'edcs': '39102146', 'phi': '140470', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0992', 'doi': '10.5281/zenodo.4340292'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0953,"{'filename': 'isic0953', 'tm': '492583', 'edcs': '39102110', 'phi': '140434', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0953', 'doi': '10.5281/zenodo.4340176'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1415,"{'filename': 'isic1415', 'tm': '644966', 'phi': '178076', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1415', 'doi': '10.5281/zenodo.4353979'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Funerary epitaph for Alexion,"{'filename': 'isic3538', 'tm': '493871', 'edcs': '38200023', 'phi': '313665', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3538', 'doi': '10.5281/zenodo.4358694'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3290,"{'filename': 'isic3290', 'tm': '645557', 'phi': '336683', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3290', 'doi': '10.5281/zenodo.4358067'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0591,"{'filename': 'isic0591', 'tm': '491848', 'edcs': '22100586', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0591', 'doi': '10.5281/zenodo.4385000'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific (?)'}]"
I.Sicily inscription 2787,"{'filename': 'isic2787', 'tm': '645184', 'phi': '334271', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2787', 'doi': '10.5281/zenodo.4387374'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1423,"{'filename': 'isic1423', 'tm': '644973', 'edcs': '64900779', 'phi': '333362', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1423', 'doi': '10.5281/zenodo.4385916'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3956,"{'filename': 'isic3956', 'phi': '334431', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3956', 'doi': '10.5281/zenodo.4389451'}",[]
I.Sicily inscription 0081,"{'filename': 'isic0081', 'tm': '644814', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0081', 'doi': '10.5281/zenodo.4334057'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1250,"{'filename': 'isic1250', 'tm': '492856', 'edcs': '39101618', 'phi': '329615', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1250', 'doi': '10.5281/zenodo.4385681'}","[{'key': 'accounts', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/410.html', 'text': 'accounts'}]"
I.Sicily inscription 0305,"{'filename': 'isic0305', 'tm': '175761', 'edr': '081504', 'edcs': '21900340', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0305', 'doi': '10.5281/zenodo.4384279'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 3818,"{'filename': 'isic3818', 'phi': '334228', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3818', 'doi': '10.5281/zenodo.4381696'}",[]
Dedication to Enyo,"{'filename': 'isic1425', 'tm': '644975', 'phi': '331342', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1425', 'doi': '10.5281/zenodo.4354003'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 1157,"{'filename': 'isic1157', 'tm': '492770', 'edcs': '39102313', 'phi': '140642', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1157', 'doi': '10.5281/zenodo.4385546'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1638,"{'filename': 'isic1638', 'tm': '494038', 'edcs': '12700066', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1638', 'doi': '10.5281/zenodo.4354682'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0503,"{'filename': 'isic0503', 'tm': '491729', 'edcs': '22000809', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0503', 'doi': '10.5281/zenodo.4384815'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3053,"{'filename': 'isic3053', 'tm': '645407', 'phi': '334128', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3053', 'doi': '10.5281/zenodo.4357114'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3131,"{'filename': 'isic3131', 'tm': '645472', 'phi': '330186', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3131', 'doi': '10.5281/zenodo.4388173'}",[]
I.Sicily inscription 3335,"{'filename': 'isic3335', 'tm': '645583', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3335', 'doi': '10.5281/zenodo.4388418'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2846,"{'filename': 'isic2846', 'tm': '645240', 'phi': '334554', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2846', 'doi': '10.5281/zenodo.4387505'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0958,"{'filename': 'isic0958', 'tm': '492588', 'edcs': '39102115', 'phi': '140439', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0958', 'doi': '10.5281/zenodo.4340190'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1139,"{'filename': 'isic1139', 'tm': '492752', 'edcs': '39102296', 'phi': '140624', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1139', 'doi': '10.5281/zenodo.4351615'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Ash chest for Pompeios Elpistos,"{'filename': 'isic3380', 'tm': '645608', 'phi': '140340', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3380', 'doi': '10.5281/zenodo.4358476'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1651,"{'filename': 'isic1651', 'tm': '645089', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1651', 'doi': '10.5281/zenodo.4354732'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1560,"{'filename': 'isic1560', 'tm': '493907', 'edcs': '41300036', 'phi': '175635', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1560', 'doi': '10.5281/zenodo.4354450'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0188,"{'filename': 'isic0188', 'tm': '175701', 'edr': '077919', 'edcs': '8900397', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0188', 'doi': '10.5281/zenodo.4334482'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
The municipium honours Gaius Iulius Lon(gus?),"{'filename': 'isic0622', 'tm': '175833', 'edr': '073510', 'edcs': '15500060', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0622', 'doi': '10.5281/zenodo.4338107'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 4017,"{'filename': 'isic4017', 'phi': '334522', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4017', 'doi': '10.5281/zenodo.4389587'}",[]
I.Sicily inscription 3521,"{'filename': 'isic3521', 'tm': '493853', 'edcs': '38200010', 'phi': '313642', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3521', 'doi': '10.5281/zenodo.4388708'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0826,"{'filename': 'isic0826', 'tm': '492452', 'edcs': '39101976', 'phi': '140296', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0826', 'doi': '10.5281/zenodo.4339588'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication (?)'}]"
Fragment of a bilingual dedication to Priapus,"{'filename': 'isic2753', 'tm': '175851', 'edr': '072907', 'edcs': '16201127', 'phi': '332862', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2753', 'doi': '10.5281/zenodo.4355055'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3765,"{'filename': 'isic3765', 'phi': '334157', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3765', 'doi': '10.5281/zenodo.4381560'}",[]
I.Sicily inscription 0872,"{'filename': 'isic0872', 'tm': '492499', 'edcs': '39102026', 'phi': '140350', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0872', 'doi': '10.5281/zenodo.4339761'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2929,"{'filename': 'isic2929', 'tm': '645313', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2929', 'doi': '10.5281/zenodo.4387749'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1587,"{'filename': 'isic1587', 'tm': '645044', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1587', 'doi': '10.5281/zenodo.4386139'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 4125,"{'filename': 'isic4125', 'phi': '334666', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4125', 'doi': '10.5281/zenodo.4389888'}",[]
I.Sicily inscription 0490,"{'filename': 'isic0490', 'tm': '491716', 'edcs': '22000796', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0490', 'doi': '10.5281/zenodo.4337567'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
Honorific inscription for Marcus son of Publius,"{'filename': 'isic3351', 'tm': '645594', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3351', 'doi': '10.5281/zenodo.4358411'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 3902,"{'filename': 'isic3902', 'phi': '334357', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3902', 'doi': '10.5281/zenodo.4389325'}",[]
I.Sicily inscription 3205,"{'filename': 'isic3205', 'tm': '175822', 'edr': '073930', 'edcs': '13900107', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3205', 'doi': '10.5281/zenodo.4388402'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Epitaph for Dominicus Macedon,"{'filename': 'isic0429', 'tm': '491657', 'edcs': '21900491', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0429', 'doi': '10.5281/zenodo.4335638'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1335,"{'filename': 'isic1335', 'tm': '492943', 'edcs': '39101708', 'phi': '316248', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1335', 'doi': '10.5281/zenodo.4353485'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4400,"{'filename': 'isic4400', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4400', 'doi': '10.5281/zenodo.4381900'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0105,"{'filename': 'isic0105', 'tm': '284840', 'edr': '110878', 'edcs': '10900636', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0105', 'doi': '10.5281/zenodo.4334148'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 1055,"{'filename': 'isic1055', 'tm': '492682', 'edcs': '39102209', 'phi': '175488', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1055', 'doi': '10.5281/zenodo.4385414'}","[{'key': '', 'text': '(?)'}]"
Dedication to 'Homonoia' (concord),"{'filename': 'isic1122', 'tm': '492735', 'edr': '140952', 'edcs': '39102278', 'phi': '175605', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1122', 'doi': '10.5281/zenodo.4351565'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 1254,"{'filename': 'isic1254', 'tm': '492860', 'edcs': '39101622', 'phi': '329619', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1254', 'doi': '10.5281/zenodo.4385689'}","[{'key': 'accounts', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/410.html', 'text': 'accounts'}]"
I.Sicily inscription 0075,"{'filename': 'isic0075', 'tm': '644810', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0075', 'doi': '10.5281/zenodo.4384238'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 0406,"{'filename': 'isic0406', 'tm': '284592', 'edr': '074189', 'edcs': '21900447', 'phi': '140305', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0406', 'doi': '10.5281/zenodo.4335558'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 1148,"{'filename': 'isic1148', 'tm': '492761', 'edcs': '39102305', 'phi': '140633', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1148', 'doi': '10.5281/zenodo.4351643'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1027,"{'filename': 'isic1027', 'tm': '492655', 'edcs': '39102181', 'phi': '175425', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1027', 'doi': '10.5281/zenodo.4385357'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0314,"{'filename': 'isic0314', 'tm': '491521', 'edr': '139595', 'edcs': '21900349', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0314', 'doi': '10.5281/zenodo.4335107'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
Fragment with Greek letters,"{'filename': 'isic4423', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4423', 'doi': '10.5281/zenodo.4381964'}","[{'key': 'unknown', 'ref': 'https://www.eagle-network.eu/voc/typeins/lod/143.html', 'text': 'unknown'}]"
I.Sicily inscription 3618,"{'filename': 'isic3618', 'tm': '645691', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3618', 'doi': '10.5281/zenodo.4388839'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary; prayer'}]"
I.Sicily inscription 3781,"{'filename': 'isic3781', 'phi': '334178', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3781', 'doi': '10.5281/zenodo.4381594'}",[]
I.Sicily inscription 3154,"{'filename': 'isic3154', 'tm': '645490', 'phi': '316201', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3154', 'doi': '10.5281/zenodo.4357198'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific (?)'}]"
I.Sicily inscription 1462,"{'filename': 'isic1462', 'tm': '284897', 'edr': '112428', 'edcs': '64800251', 'phi': '175683', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1462', 'doi': '10.5281/zenodo.4354106'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1137,"{'filename': 'isic1137', 'tm': '492750', 'edcs': '39102294', 'phi': '140622', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1137', 'doi': '10.5281/zenodo.4385526'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2980,"{'filename': 'isic2980', 'tm': '645333', 'phi': '175484', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2980', 'doi': '10.5281/zenodo.4387859'}","[{'key': 'prayer', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/85.html', 'text': 'prayer'}]"
I.Sicily inscription 3292,"{'filename': 'isic3292', 'tm': '645559', 'phi': '316275', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3292', 'doi': '10.5281/zenodo.4358073'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0157,"{'filename': 'isic0157', 'tm': '175735', 'edr': '076863', 'edcs': '10900650', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0157', 'doi': '10.5281/zenodo.4334360'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4168,"{'filename': 'isic4168', 'phi': '334717', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4168', 'doi': '10.5281/zenodo.4389981'}",[]
I.Sicily inscription 2826,"{'filename': 'isic2826', 'tm': '645222', 'phi': '334472', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2826', 'doi': '10.5281/zenodo.4387467'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
