 "concept" , "prefLabel" , "altLabel" , "related" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , "tabula" , "https://www.eagle-network.eu/voc/objtyp/lod/260" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , πίνακας , "https://www.eagle-network.eu/voc/objtyp/lod/259" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , πίνακας , "https://www.eagle-network.eu/voc/objtyp/lod/260" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , πινάκιο (ξύλινο συνήθως) , "https://www.eagle-network.eu/voc/objtyp/lod/259" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , πινάκιο (ξύλινο συνήθως) , "https://www.eagle-network.eu/voc/objtyp/lod/260" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , بلاطة , "https://www.eagle-network.eu/voc/objtyp/lod/259" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/257" , "Tafel" , بلاطة , "https://www.eagle-network.eu/voc/objtyp/lod/260" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/217" , "Klazomenischer Sarkophag" , "sarcophagus, Clazomenius" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/218" , "Kleinasiatischer Sarkophag" , "kis-ázsiai szarkofág" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/218" , "Kleinasiatischer Sarkophag" , "sarcophagus, Asiaticus" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/222" , "Klinensarkophag" , "kliné-szarkofág" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/222" , "Klinensarkophag" , "sarcophagus, klines forma" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , "Mesa" , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , "Tisch" , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , "masa" , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , "ripiano di tavolo" , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , "table" , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , "table top" , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , τράπεζα , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , τραπέζι , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , стол , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/157" , "Mensa" , طاولة , "https://www.eagle-network.eu/voc/objtyp/lod/1780" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/219" , "Oberitalischer Sarkophag" , "sarcophagus, Italicus" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/182" , "Olla" , "olla, hombár" , "https://www.eagle-network.eu/voc/objtyp/lod/183" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/182" , "Olla" , "pot foot" , "https://www.eagle-network.eu/voc/objtyp/lod/183" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/182" , "Olla" , "pot fragment" , "https://www.eagle-network.eu/voc/objtyp/lod/183" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/182" , "Olla" , "pot rim" , "https://www.eagle-network.eu/voc/objtyp/lod/183" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/183" , "Ollarium" , "niche de caveau funéraire" , "https://www.eagle-network.eu/voc/objtyp/lod/182" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/183" , "Ollarium" , χύτρα , "https://www.eagle-network.eu/voc/objtyp/lod/182" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/183" , "Ollarium" , محراب لوضع اناء الرماد للدفن , "https://www.eagle-network.eu/voc/objtyp/lod/182" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/260" , "Placa" , "Plate" , "https://www.eagle-network.eu/voc/objtyp/lod/257" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/260" , "Placa" , "Slab" , "https://www.eagle-network.eu/voc/objtyp/lod/257" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/260" , "Placa" , "Platte" , "https://www.eagle-network.eu/voc/objtyp/lod/257" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "coperchio di sarcofago" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "couvercle de sarcophage" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "sarcophagus (lid of...)" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "sarcophagus cover" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "operculum sarcophagi" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "sarcophagus, operculum" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "Sarkophag, Deckel" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , "szarkofágfedél" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , κάλυμα σαρκοφάγου , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , крышка саркофага , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/223" , "Sarkophagdeckel" , غطاء تابوت , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/263" , "Tabula ansata" , "Tabula ansata, probably part of a sarcophagus" , "https://www.eagle-network.eu/voc/objtyp/lod/214" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , "brique" , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , "Brique de pile d'hypocauste" , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , "Brique de suspensura" , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , "brique" , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , "Ladrillo" , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , "πλίνθος, τούβλο" , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , кирпич , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/147" , "Ziegel" , قرميد , "https://www.eagle-network.eu/voc/objtyp/lod/951" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1952" , "Brique ou tuile" , "Briques et tuiles" , "https://www.eagle-network.eu/voc/objtyp/lod/147" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1952" , "Brique ou tuile" , "Tuiles et briques de suspensura" , "https://www.eagle-network.eu/voc/objtyp/lod/147" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1955" , "monument base / stela" , "Stèle ou base de monument funéraire" , "https://www.eagle-network.eu/voc/objtyp/lod/53" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1955" , "monument base / stela" , "Stèle ou base de monument funéraire" , "https://www.eagle-network.eu/voc/objtyp/lod/250" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1955" , "monument base / stela" , "Stèle ou base de monument funéraire, fragment" , "https://www.eagle-network.eu/voc/objtyp/lod/53" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1955" , "monument base / stela" , "Stèle ou base de monument funéraire, fragment" , "https://www.eagle-network.eu/voc/objtyp/lod/250" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "panel stele" , "https://www.eagle-network.eu/voc/objtyp/lod/53" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "panel stele" , "https://www.eagle-network.eu/voc/objtyp/lod/250" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "panel-stele" , "https://www.eagle-network.eu/voc/objtyp/lod/53" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "panel-stele" , "https://www.eagle-network.eu/voc/objtyp/lod/250" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "Stèle ou plaque funéraire, fragment" , "https://www.eagle-network.eu/voc/objtyp/lod/53" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "Stèle ou plaque funéraire, fragment" , "https://www.eagle-network.eu/voc/objtyp/lod/250" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "Stèle, plaque ou base de monument funéraire,
            fragment." , "https://www.eagle-network.eu/voc/objtyp/lod/53" ,
 "https://www.eagle-network.eu/voc/objtyp/lod/1957" , "Stèle ou plaque funéraire" , "Stèle, plaque ou base de monument funéraire,
            fragment." , "https://www.eagle-network.eu/voc/objtyp/lod/250" ,
 "https://www.eagle-network.eu/voc/dates/lod/47" , "Maximino el Tracio" , "Maximinius Thrax" , "https://www.eagle-network.eu/voc/dates/lod/24" ,
 "https://www.eagle-network.eu/voc/dates/lod/181" , "Anastasius" , Ἀναστάσιος , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/181" , "Anastasius" , Ἀναστάσιος , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/181" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/175" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/126" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/161" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/162" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/160" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/125" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/159" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/171" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/176" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/167" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/183" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Late Antiquity" , "https://www.eagle-network.eu/voc/dates/lod/179" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/181" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/175" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/126" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/161" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/162" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/160" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/125" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/159" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/171" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/176" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/167" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/183" ,
 "https://www.eagle-network.eu/voc/dates/lod/25" , "Antigüedad Tardía (S. IV-VI)" , "Spätantike" , "https://www.eagle-network.eu/voc/dates/lod/179" ,
 "https://www.eagle-network.eu/voc/dates/lod/175" , "Arcadius" , "Arkadios" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/175" , "Arcadius" , "Arkadios" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/175" , "Arcadius" , "Arkadios" , "https://www.eagle-network.eu/voc/dates/lod/176" ,
 "https://www.eagle-network.eu/voc/dates/lod/175" , "Arcadius" , Ἀρκάδιος , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/175" , "Arcadius" , Ἀρκάδιος , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/175" , "Arcadius" , Ἀρκάδιος , "https://www.eagle-network.eu/voc/dates/lod/176" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Constantine the Great" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Constantine the Great" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Constantine the Great" , "https://www.eagle-network.eu/voc/dates/lod/34" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Costantino I" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Costantino I" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Costantino I" , "https://www.eagle-network.eu/voc/dates/lod/34" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Costantino il Grande" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Costantino il Grande" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Costantino il Grande" , "https://www.eagle-network.eu/voc/dates/lod/34" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Konstantin der Große" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Konstantin der Große" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Konstantin der Große" , "https://www.eagle-network.eu/voc/dates/lod/34" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Konstantin I." , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Konstantin I." , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , "Konstantin I." , "https://www.eagle-network.eu/voc/dates/lod/34" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , Κωνσταντῖνος ὁ Μέγας , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , Κωνσταντῖνος ὁ Μέγας , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/161" , "Constantine I" , Κωνσταντῖνος ὁ Μέγας , "https://www.eagle-network.eu/voc/dates/lod/34" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Costantino II" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Costantino II" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Costantino II" , "https://www.eagle-network.eu/voc/dates/lod/126" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Costantino II" , "https://www.eagle-network.eu/voc/dates/lod/125" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Konstantin II." , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Konstantin II." , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Konstantin II." , "https://www.eagle-network.eu/voc/dates/lod/126" ,
 "https://www.eagle-network.eu/voc/dates/lod/162" , "Constantine II" , "Konstantin II." , "https://www.eagle-network.eu/voc/dates/lod/125" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , "Constantius Chlorus" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , "Constantius Chlorus" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , "Constantius Chlorus" , "https://www.eagle-network.eu/voc/dates/lod/159" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , "Constantius Chlorus" , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , "Constantius Chlorus" , "https://www.eagle-network.eu/voc/dates/lod/46" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , "Constantius Chlorus" , "https://www.eagle-network.eu/voc/dates/lod/56" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , Κωνστάντιος Α' , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , Κωνστάντιος Α' , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , Κωνστάντιος Α' , "https://www.eagle-network.eu/voc/dates/lod/159" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , Κωνστάντιος Α' , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , Κωνστάντιος Α' , "https://www.eagle-network.eu/voc/dates/lod/46" ,
 "https://www.eagle-network.eu/voc/dates/lod/160" , "Constantius I" , Κωνστάντιος Α' , "https://www.eagle-network.eu/voc/dates/lod/56" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , "Constantius II." , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , "Constantius II." , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , "Constantius II." , "https://www.eagle-network.eu/voc/dates/lod/126" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , "Constantius II." , "https://www.eagle-network.eu/voc/dates/lod/162" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , Κωνστάντιος Β' , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , Κωνστάντιος Β' , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , Κωνστάντιος Β' , "https://www.eagle-network.eu/voc/dates/lod/126" ,
 "https://www.eagle-network.eu/voc/dates/lod/125" , "Constantius II" , Κωνστάντιος Β' , "https://www.eagle-network.eu/voc/dates/lod/162" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diocletianus" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diocletianus" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diocletianus" , "https://www.eagle-network.eu/voc/dates/lod/160" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diocletianus" , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diocletianus" , "https://www.eagle-network.eu/voc/dates/lod/46" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diocletianus" , "https://www.eagle-network.eu/voc/dates/lod/56" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diokletian" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diokletian" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diokletian" , "https://www.eagle-network.eu/voc/dates/lod/160" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diokletian" , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diokletian" , "https://www.eagle-network.eu/voc/dates/lod/46" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , "Diokletian" , "https://www.eagle-network.eu/voc/dates/lod/56" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλής , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλής , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλής , "https://www.eagle-network.eu/voc/dates/lod/160" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλής , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλής , "https://www.eagle-network.eu/voc/dates/lod/46" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλής , "https://www.eagle-network.eu/voc/dates/lod/56" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλητιανός , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλητιανός , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλητιανός , "https://www.eagle-network.eu/voc/dates/lod/160" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλητιανός , "https://www.eagle-network.eu/voc/dates/lod/163" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλητιανός , "https://www.eagle-network.eu/voc/dates/lod/46" ,
 "https://www.eagle-network.eu/voc/dates/lod/159" , "Diocletian" , Διοκλητιανός , "https://www.eagle-network.eu/voc/dates/lod/56" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/55" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/173" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/170" ,
